Time_minutes Average_cpu_utilization intermediate_powerdraw_kJ total_powerdraw_kJ cpu_demand cpu_usage cpu_idle_time overall_power_efficiency intermediate_power_efficiency hosts_up hosts_down servers_active servers_pending attemps_success attempts_failure attemps_error
675 9.116369455882773E-6 2838.4154499874726 383176.0889244151 127.6000000001 127.6000000001 114035876 0.059234907020712456 0.04495465947406084 162 0 4 0 4 0 0
680 8.863930803233596E-6 2838.410591682861 386014.499516098 124.06666666669999 124.06666666669999 114880662 0.05912074985595963 0.04370990829524148 162 0 4 0 4 0 0
685 8.79724889498314E-6 2838.4093083376106 388852.90882443567 123.13333333329999 123.13333333329999 115725448 0.05900585923187039 0.04338110538589527 162 0 4 0 4 0 0
690 8.74485596707819E-6 2838.4083000033615 391691.317124439 122.4 122.4 116570235 0.05889076165727124 0.043122760034155425 162 0 4 0 4 0 0
695 8.759144947416552E-6 2838.4085749990836 394529.725699438 122.6 122.6 117415022 0.05877782709246188 0.04319321787563286 162 0 4 0 4 0 0
700 8.973479652491999E-6 2838.4126999862497 397368.1383994243 125.60000000000001 125.60000000000001 118259808 0.05867405498062892 0.044250083858703305 162 0 4 0 4 0 0
705 8.802011888438787E-6 2838.409400011 400206.5477994353 123.20000000009999 123.20000000009999 119104593 0.05856575842868095 0.04340459131780727 162 0 4 0 4 0 0
710 8.87821978357196E-6 2838.4108666617776 403044.958666097 124.2666666667 124.2666666667 119949380 0.05846163352258997 0.04378036602320671 162 0 4 0 4 0 0
715 8.749618960519547E-6 2838.4083916749164 405883.36705777195 122.4666666666 122.4666666666 120794166 0.05835453052689427 0.04314624598271204 162 0 4 0 4 0 0
720 9.006820606610083E-6 2838.413341650166 408721.78039942204 126.06666666660001 126.06666666660001 121638952 0.058257722347775466 0.04441448495775064 162 0 4 0 4 0 0
725 8.825826855659865E-6 2838.4098583449445 411560.19025776704 123.53333333329999 123.53333333329999 122483740 0.05815609453951453 0.04352202095483538 162 0 4 0 4 0 0
730 8.983005639381859E-6 2838.4128833232494 414398.60314109025 125.7333333333 125.7333333333 123328525 0.05806116739846423 0.04429705560879847 162 0 4 0 4 0 0
735 8.797248894990285E-6 2838.4093083452494 417237.01244943554 123.1333333334 123.1333333334 124173311 0.057961300839600764 0.04338110538581376 162 0 4 0 4 0 0
740 8.916323731138546E-6 2838.4115999923606 420075.42404942785 124.80000000000001 124.80000000000001 125018096 0.057866751084057116 0.04396825323019956 162 0 4 0 4 0 0
745 8.840115835998229E-6 2838.410133338222 422913.83418276603 123.73333333330001 123.73333333330001 125862884 0.05777094849721259 0.04359247871898578 162 0 4 0 4 0 0
